Age,Gender,Years at Company,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Distance from Home,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Company Reputation,Employee Recognition,Attrition,Innovation Opportunities_No,Innovation Opportunities_Yes,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Job Role_Education,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Leadership Opportunities_No,Leadership Opportunities_Yes,Remote Work_No,Remote Work_Yes,Overtime_No,Overtime_Yes
32,0,14,5350,2,2,1,0,85,0,1,2,1,75,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
44,0,33,7727,0,3,2,2,47,0,4,1,0,51,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
40,1,25,7016,3,0,2,0,88,2,2,1,1,54,2,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0
31,0,20,5350,2,1,3,0,61,2,0,1,0,97,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
18,0,10,4227,3,1,2,0,78,2,2,0,2,89,2,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
31,1,13,7272,1,2,2,0,64,3,1,1,2,22,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
20,0,12,7133,1,1,2,0,57,0,1,1,1,18,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
49,0,37,8163,0,3,2,0,72,2,2,1,2,88,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
33,1,3,7626,2,3,2,0,43,2,5,1,2,7,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
34,0,24,8779,2,2,2,0,43,2,3,1,0,25,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
46,1,12,7893,2,1,1,0,16,1,4,0,1,34,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
34,0,7,4956,0,2,3,0,67,2,4,2,1,76,2,2,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
20,1,7,11366,1,0,3,0,21,2,4,0,2,39,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
30,1,3,9852,1,2,3,3,73,2,2,0,2,19,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
34,0,6,8133,1,0,2,2,46,3,0,0,1,27,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
55,0,45,5858,1,1,2,0,15,0,3,1,2,124,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
43,1,1,7402,1,2,2,0,97,1,0,1,1,15,2,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
59,0,23,12223,2,1,2,1,36,0,1,1,0,51,3,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
43,0,13,4562,3,0,3,2,87,2,0,1,1,41,2,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
54,1,40,7984,1,0,2,2,99,2,2,1,1,116,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
46,1,20,8479,2,0,2,0,57,2,0,0,1,38,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
39,1,29,6679,2,2,2,0,36,1,3,0,2,88,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
37,0,2,7342,2,3,1,0,76,1,4,1,1,40,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
25,0,10,7061,2,3,2,0,71,1,1,0,1,41,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
31,0,17,7576,3,3,2,0,60,0,0,1,2,74,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
49,0,16,7384,1,2,2,1,18,1,2,1,1,40,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
56,0,22,8230,2,0,1,1,63,4,1,0,1,42,2,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1
33,0,11,10652,3,2,2,1,37,1,1,0,0,53,0,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
43,1,18,9568,3,2,3,0,99,2,0,1,1,53,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
54,0,39,7689,1,3,3,0,21,3,1,0,0,95,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
55,0,40,11014,1,2,2,2,52,0,5,2,1,105,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
57,0,43,3846,2,2,2,0,42,1,4,2,1,74,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
47,1,25,6310,2,3,3,1,44,3,2,1,1,28,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
30,1,21,9398,3,3,2,0,9,2,1,1,1,67,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
57,1,34,6699,0,2,2,0,43,2,5,0,1,62,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
32,0,2,4241,1,2,2,0,23,1,5,2,1,5,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
19,1,1,6715,1,1,2,1,17,3,4,1,0,37,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
38,0,10,5975,0,2,3,0,34,1,3,0,0,47,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
41,0,28,8607,1,2,2,0,59,0,1,0,0,63,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
35,0,18,6982,1,2,1,3,69,2,2,1,2,87,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
39,1,8,4975,3,2,2,0,20,3,1,1,1,34,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
36,0,5,6872,0,2,1,0,88,1,0,1,0,31,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
31,0,9,10822,1,3,0,1,62,2,1,0,2,40,3,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
18,0,10,4152,1,3,1,0,28,1,0,1,1,80,2,3,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
40,0,26,8667,1,3,2,0,66,2,1,2,2,53,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
30,0,22,6236,1,2,2,1,76,2,1,2,1,84,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
56,1,10,13739,2,2,2,0,74,1,1,0,1,86,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0
25,1,6,6409,0,3,2,0,66,1,4,0,2,36,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
40,0,6,9267,2,2,2,1,21,2,0,1,1,52,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
21,1,11,7867,2,2,2,0,53,4,4,1,0,14,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
25,0,11,6820,1,0,2,0,73,3,1,2,1,16,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
36,0,7,3247,3,2,2,0,49,1,0,0,0,44,2,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
43,1,19,9377,2,0,3,0,46,0,1,1,1,49,1,3,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
47,0,4,3720,1,1,2,0,22,2,1,2,2,8,1,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
43,1,12,9244,2,2,2,1,95,1,0,2,1,18,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
30,1,1,8009,2,2,1,1,87,1,1,1,1,6,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
23,1,11,8792,2,3,3,0,84,3,0,0,1,15,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0
22,0,13,5816,1,1,1,1,55,0,0,0,1,59,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0
24,1,16,7715,1,2,1,0,61,0,1,1,1,30,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
59,0,35,8422,1,0,2,0,92,2,3,2,1,109,3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
20,1,6,7820,0,2,2,2,86,1,1,0,1,66,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
18,0,2,5615,2,2,2,0,79,3,3,1,2,25,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0
19,0,9,9521,1,1,3,0,66,2,0,1,1,76,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1
44,0,2,8092,1,0,2,0,43,0,4,1,1,81,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
24,0,16,9082,2,2,3,1,80,3,1,1,0,79,3,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
54,0,38,4173,2,2,2,0,3,0,0,1,1,88,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
43,0,18,7679,1,0,3,1,65,2,1,2,1,31,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
34,0,22,9361,1,1,3,0,85,1,1,2,1,70,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
56,1,31,3993,0,2,0,2,95,3,0,0,1,66,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
37,0,27,11140,2,1,2,1,25,3,2,0,0,43,2,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
56,1,37,4218,1,2,2,1,94,0,1,0,2,59,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1
38,0,20,4588,0,2,2,2,53,1,3,1,1,53,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
43,1,28,7604,0,3,3,0,90,1,0,1,0,83,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
24,0,12,8537,0,2,2,1,46,3,1,0,1,38,2,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
43,1,22,10832,0,1,1,1,8,1,0,0,0,50,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
27,1,19,5794,3,2,2,0,63,0,2,0,1,91,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
22,0,1,6067,0,2,3,2,84,0,6,0,2,39,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
50,1,14,3214,2,2,2,0,39,2,1,0,0,65,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
25,1,4,5467,0,3,2,1,77,3,1,1,1,16,2,2,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
50,0,20,5597,1,0,2,2,77,1,0,0,0,31,0,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
32,0,6,8600,0,1,1,0,40,2,0,1,1,38,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
22,1,8,9190,3,2,1,2,68,1,1,0,0,81,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
35,1,16,6560,0,3,2,0,66,0,0,1,1,40,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1
28,0,9,6404,3,1,2,1,83,1,3,2,2,81,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
30,1,16,8869,1,2,2,3,63,1,1,0,1,43,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
30,0,9,6742,2,2,1,2,5,2,2,2,1,84,2,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0
49,0,23,9869,3,2,2,1,29,3,4,1,0,62,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
58,0,13,7348,0,0,3,0,19,1,3,0,1,84,2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
23,1,7,3413,2,1,3,2,88,0,0,1,0,9,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
32,0,14,4402,2,3,2,0,72,3,0,1,2,32,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
57,1,23,9600,1,1,3,1,20,0,2,1,2,67,3,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
50,1,6,9657,1,1,3,0,55,2,1,2,1,77,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
36,0,26,5512,2,2,2,2,52,1,1,0,1,95,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
54,1,42,6682,1,2,3,1,80,2,0,1,1,111,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
51,1,30,9333,1,3,2,1,73,1,2,0,1,52,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0
53,1,39,7240,2,2,2,0,7,1,2,1,0,83,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
24,1,15,9883,1,1,2,0,91,2,4,1,2,93,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
23,0,5,8767,3,2,2,3,37,3,1,1,0,23,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
36,1,23,11678,2,0,1,1,87,2,0,1,0,52,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
34,1,19,3494,2,2,2,1,74,1,2,0,2,97,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
34,0,12,10097,2,3,1,0,78,3,6,2,2,41,3,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
39,1,31,7759,2,2,2,0,95,2,4,0,0,34,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
33,0,18,10571,0,2,2,2,65,1,0,0,0,44,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
18,0,7,3604,1,1,1,0,2,1,1,1,1,12,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
22,0,7,3827,2,3,2,2,34,3,4,2,0,26,2,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
30,0,7,7207,2,2,2,1,88,1,1,2,1,26,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
26,1,11,8539,1,0,0,2,11,1,0,1,2,79,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
22,0,4,7301,1,2,2,0,67,2,2,0,2,42,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
42,0,19,11552,3,2,2,0,79,0,3,0,2,65,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
49,1,16,7482,2,2,1,1,1,0,1,2,0,49,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
56,0,37,3995,2,1,1,0,73,2,0,0,1,96,2,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
33,0,8,3584,0,3,0,2,18,2,2,0,1,32,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0
40,1,22,7614,2,2,2,2,48,3,0,1,0,46,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
19,1,5,4237,3,1,2,0,31,2,0,1,1,32,2,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
43,1,34,4212,0,2,1,0,31,0,2,0,1,36,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
32,0,4,5373,2,3,3,1,98,0,2,2,1,70,3,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
56,1,41,5778,3,2,2,1,98,2,1,1,1,116,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
30,1,22,12437,1,2,2,0,58,2,3,0,2,44,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
41,0,22,7822,0,1,3,2,46,1,0,0,2,76,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
42,1,21,8294,2,1,2,3,53,2,3,1,1,67,0,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0
44,1,18,9485,2,0,1,3,86,1,3,0,2,37,0,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
46,0,30,7633,3,2,2,3,54,1,1,0,0,103,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
27,1,1,11635,1,2,2,1,91,3,1,0,2,66,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0
55,0,4,6134,2,0,2,1,16,0,0,2,2,41,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
24,0,13,9307,3,2,3,0,79,2,5,0,1,63,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
58,1,33,7879,3,2,2,0,37,3,2,1,1,59,2,2,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
52,0,34,9330,0,0,3,0,36,2,1,0,1,42,2,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
48,0,40,6510,1,2,3,1,37,3,6,0,2,90,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
51,0,27,8986,2,2,2,1,93,1,1,1,1,69,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
52,0,9,4072,0,2,3,1,43,0,0,0,1,35,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
35,0,16,6191,1,2,0,4,56,2,2,1,2,95,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
41,1,10,6531,2,2,3,2,86,0,3,0,2,70,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
51,1,19,8091,2,2,2,0,57,1,0,0,2,95,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1
37,0,18,8564,3,3,2,0,52,2,0,1,1,87,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
40,0,27,11339,1,3,2,4,18,2,4,1,1,103,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
46,0,11,10586,1,3,3,3,69,4,0,0,0,59,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
31,1,6,8167,3,2,2,3,33,0,3,2,0,52,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0
25,1,11,2853,2,3,3,1,96,1,3,2,0,47,2,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
22,1,5,9101,1,2,1,0,95,3,0,1,0,49,3,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
30,1,3,5700,3,2,2,1,34,1,3,0,1,69,3,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
31,1,12,8889,3,1,1,0,22,3,0,1,1,49,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
47,0,21,8035,3,2,3,0,22,3,1,1,2,91,3,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
53,1,42,8163,2,2,2,0,63,0,0,2,1,81,2,2,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
48,0,19,5042,1,2,2,1,16,4,0,0,1,66,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
41,0,8,7359,2,2,1,0,28,2,1,1,2,21,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
41,1,15,3831,0,2,2,2,6,1,0,0,2,43,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
29,1,5,9757,1,1,1,1,91,1,3,1,1,53,3,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
20,1,1,9466,0,1,1,0,67,4,3,0,1,17,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
38,0,22,3576,2,2,2,0,84,0,1,0,2,46,2,2,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1
50,0,26,8310,0,3,2,0,44,0,1,0,0,92,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
34,1,10,9638,3,2,2,0,21,1,0,0,1,72,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
28,0,11,10692,0,2,3,0,96,2,4,2,0,16,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
19,1,5,7831,2,3,3,2,21,0,1,0,2,14,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0
43,1,6,2473,3,2,3,0,50,1,0,1,1,76,2,2,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0
23,0,12,7420,3,0,2,0,32,0,3,0,1,66,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
32,0,3,10612,1,2,1,2,46,2,3,1,0,74,2,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1
54,0,40,10413,2,1,2,1,97,2,0,0,1,66,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
38,0,17,5751,1,3,3,2,10,0,0,1,1,23,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
25,1,2,3817,2,3,2,2,38,2,1,0,1,20,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
58,1,26,5483,2,2,2,0,58,2,3,1,2,105,1,3,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1
57,0,41,5265,1,2,2,3,49,2,1,1,2,115,0,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
30,1,16,7841,1,3,3,2,24,2,0,2,1,94,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0
53,0,29,5798,3,3,3,0,96,2,3,1,1,95,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1
44,1,27,7043,1,3,3,0,35,2,1,1,0,71,2,2,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
45,0,36,7098,0,1,1,0,32,2,0,2,2,95,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
40,0,32,7426,2,2,3,1,81,1,2,1,2,62,3,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0
39,1,3,10026,0,2,1,1,50,1,2,0,0,5,3,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
47,1,23,7272,0,2,2,2,42,1,0,0,1,84,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1
25,1,1,4207,2,2,3,2,6,1,5,2,2,78,2,2,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
40,0,7,8668,3,2,2,0,3,0,0,1,2,75,2,2,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
50,1,11,6277,1,0,2,0,39,0,2,2,0,60,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
43,1,27,8895,2,3,2,0,89,1,0,2,2,94,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
50,0,4,6059,1,3,1,1,24,1,3,1,1,65,3,2,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
28,0,8,6498,2,1,2,0,44,2,3,1,1,62,2,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1
57,1,47,5628,1,0,2,1,88,3,0,1,2,126,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
49,0,40,9840,2,1,2,0,69,3,3,0,0,50,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
36,0,12,8122,2,0,2,0,73,3,2,1,0,28,2,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
32,1,6,7875,2,0,2,1,41,0,4,1,1,43,3,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0
56,0,7,5784,3,1,0,0,43,1,3,2,1,69,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
24,1,15,6762,1,3,2,0,16,0,4,0,1,38,2,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0
38,0,3,3966,1,2,2,2,58,1,5,1,1,55,2,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
56,1,20,8417,2,3,2,0,40,2,0,1,0,98,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
19,0,8,8905,1,3,2,0,49,0,1,2,1,62,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
41,0,25,5696,2,2,3,0,20,1,6,1,1,55,2,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
44,1,15,5128,3,2,3,0,78,3,0,2,1,90,3,2,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
52,1,4,8727,3,1,2,0,24,3,1,2,1,32,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
20,0,4,9144,2,2,2,2,71,1,1,0,0,10,2,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0
56,0,10,5376,2,2,1,0,80,3,3,2,1,42,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
28,0,9,5595,2,2,3,1,64,3,1,1,1,37,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
24,0,13,5271,1,0,2,0,68,2,0,1,1,42,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1
28,1,5,7165,0,0,2,3,96,0,2,1,1,74,2,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
28,1,20,4161,0,1,2,0,77,4,1,0,0,43,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
39,0,10,9944,1,1,2,0,24,2,3,1,1,13,2,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
40,0,25,6874,1,1,2,2,69,0,2,0,1,87,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
58,0,37,8531,3,2,2,2,68,0,1,1,1,74,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
26,0,10,7515,2,3,2,2,21,2,1,1,1,88,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
56,1,17,3169,3,3,3,0,75,0,2,2,1,88,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
56,1,16,4373,2,3,1,2,86,0,1,1,2,34,2,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
20,0,9,8067,1,1,3,0,88,0,3,1,1,82,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
45,1,7,5823,1,1,3,1,54,0,4,0,0,39,2,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
56,0,26,6930,0,2,2,1,84,1,0,0,2,28,2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
38,1,15,7498,2,3,2,2,9,2,3,0,0,54,1,2,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
42,0,11,7220,2,3,2,0,51,3,2,2,0,43,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0
21,0,10,5638,2,2,2,2,73,1,0,1,1,23,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0
